4121092;0;0;4096824;0;0;3839892;0;0;4158497;0;0;4093971;0;0;4240577;0;0;3858326;0;0;4341346;0;0;4046099;0;0;4077665;0;0;3935510;0;0;3938794;0;0;3786496;0;0;4200045;0;0;4423431;0;0;4462180;0;0;4099748;0;0;4383803;0;0;3905326;0;0;3825475;0;0;4222990;0;0;4293325;0;0;3791042;0;0;4202914;0;0;4118837;0;0;4471095;0;0;4321414;0;0;3855472;0;0;3985051;0;0;4092628;0;0;4468683;0;0;4034402;0;0;4009873;0;0;3990135;0;0;4265501;0;0;3990856;0;0;4194222;0;0;4203201;0;0;4089858;0;0;4425494;0;0;4144083;0;0;3953448;0;0;4310713;0;0;4231877;0;0;4448871;0;0;4193260;0;0;3987628;0;0;3893185;0;0;3938502;0;0;4138490;0;0;4000296;0;0;4154484;0;0;4224723;0;0;4211700;0;0;4116559;0;0;3984674;0;0;4259849;0;0;4358411;0;0;4413900;0;0;4080499;0;0;4061723;0;0;4080051;0;0;3917664;0;0;4190355;0;0;4451959;0;0;4336177;0;0;3972895;0
4390435;0;0;4659878;0;0;4154519;0;0;4709033;0;0;4571988;0;0;4620740;0;0;4242665;0;0;4729709;0;0;4637607;0;0;4440381;0;0;4315341;0;0;4255679;0;0;4169172;0;0;4814586;0;0;4901687;0;0;4884343;0;0;4701835;0;0;4801258;0;0;4852545;0;0;4493830;0;0;4630071;0;0;4648051;0;0;4095998;0;0;4819780;0;0;4654490;0;0;4869347;0;0;4629289;0;0;4488758;0;0;4425512;0;0;4900569;0;0;4963440;0;0;4680197;0;0;4520328;0;0;4352236;0;0;4880067;0;0;4629675;0;0;4671644;0;0;4652402;0;0;4295918;0;0;5015786;0;0;4406806;0;0;4471851;0;0;4536638;0;0;4658739;0;0;4927333;0;0;4539800;0;0;4309046;0;0;4509773;0;0;4547232;0;0;4726286;0;0;4616712;0;0;4501494;0;0;4847702;0;0;4637450;0;0;4418087;0;0;4450785;0;0;4701247;0;0;4916852;0;0;4905890;0;0;4603550;0;0;4422200;0;0;4546091;0;0;4641717;0;0;4722169;0;0;4974075;0;0;4907859;0;0;4638031;0
4202415;0;0;4367801;0;0;4129007;0;0;4269011;0;0;4270593;0;0;4475912;0;0;4023236;0;0;4497219;0;0;4275268;0;0;4299713;0;0;4221192;0;0;4340601;0;0;4109782;0;0;4528964;0;0;4625676;0;0;4501613;0;0;4595458;0;0;4470857;0;0;4110837;0;0;4065874;0;0;4573535;0;0;4338192;0;0;4066742;0;0;4569630;0;0;4301383;0;0;4507777;0;0;4496193;0;0;4319395;0;0;4218788;0;0;4371233;0;0;4742265;0;0;4198118;0;0;4072419;0;0;4129123;0;0;4570897;0;0;4473132;0;0;4345742;0;0;4420773;0;0;4074039;0;0;4629347;0;0;4177518;0;0;4122543;0;0;4456744;0;0;4489782;0;0;4608864;0;0;4354431;0;0;4134604;0;0;4429497;0;0;4399272;0;0;4414161;0;0;4062842;0;0;4368334;0;0;4471959;0;0;4578958;0;0;3954574;0;0;4085547;0;0;4613378;0;0;4628753;0;0;4678562;0;0;4149055;0;0;4485987;0;0;4416814;0;0;4113856;0;0;4306476;0;0;4591920;0;0;4460313;0;0;4189674;0
3565120;0;0;3968491;0;0;3798541;0;0;3838907;0;0;3553407;0;0;4114377;0;0;3712226;0;0;4082769;0;0;3730982;0;0;3839048;0;0;3718141;0;0;3642018;0;0;3739961;0;0;4193513;0;0;4025262;0;0;4092231;0;0;4014024;0;0;3796503;0;0;3842073;0;0;3658589;0;0;4213530;0;0;4063089;0;0;3697734;0;0;3856380;0;0;3821704;0;0;4125000;0;0;4039008;0;0;3850257;0;0;3592682;0;0;3906902;0;0;4222825;0;0;3833959;0;0;3760996;0;0;3876886;0;0;4135346;0;0;3898393;0;0;3925869;0;0;3878564;0;0;3626727;0;0;4216530;0;0;3906381;0;0;3670532;0;0;3846340;0;0;3772496;0;0;4153603;0;0;3948044;0;0;3912867;0;0;3868160;0;0;3767591;0;0;4020343;0;0;3906372;0;0;3847409;0;0;4075328;0;0;3922439;0;0;3854921;0;0;3715351;0;0;3950607;0;0;4180315;0;0;4019326;0;0;3614295;0;0;3863619;0;0;3891967;0;0;3862123;0;0;4009724;0;0;4274258;0;0;4104111;0;0;3871683;0
4155083;0;0;4147275;0;0;3771176;0;0;4195260;0;0;4248650;0;0;4391591;0;0;4145617;0;0;4295549;0;0;4109203;0;0;4159404;0;0;4173904;0;0;3920136;0;0;4063670;0;0;4478412;0;0;4580549;0;0;4539311;0;0;3987435;0;0;4198229;0;0;4225082;0;0;3873575;0;0;4497254;0;0;4479656;0;0;3896234;0;0;4368538;0;0;3919168;0;0;4457042;0;0;4129963;0;0;4116778;0;0;3942772;0;0;4250493;0;0;4611763;0;0;4127667;0;0;4075305;0;0;4102269;0;0;4417786;0;0;4304876;0;0;4160632;0;0;4379255;0;0;3919800;0;0;4536188;0;0;4220418;0;0;4003561;0;0;4212434;0;0;4281273;0;0;4364163;0;0;4365476;0;0;3964493;0;0;4387601;0;0;3933413;0;0;4376139;0;0;4393997;0;0;4333144;0;0;4497535;0;0;4385377;0;0;4049180;0;0;3891324;0;0;4506110;0;0;4517185;0;0;4335986;0;0;4032799;0;0;3961376;0;0;4293257;0;0;4231320;0;0;4248267;0;0;4403532;0;0;4365120;0;0;4106451;0
4360815;0;0;4485132;0;0;3940980;0;0;4343226;0;0;4328264;0;0;4518254;0;0;4134867;0;0;4432737;0;0;4181598;0;0;4196224;0;0;4202925;0;0;4198523;0;0;3901024;0;0;4536099;0;0;4526684;0;0;4459009;0;0;4588266;0;0;4387832;0;0;4233090;0;0;4105135;0;0;4231180;0;0;4212445;0;0;3908783;0;0;4612515;0;0;4327542;0;0;4519813;0;0;4133237;0;0;4124735;0;0;4015965;0;0;4349791;0;0;4610368;0;0;4210985;0;0;3991379;0;0;4073229;0;0;4500410;0;0;4199998;0;0;4139692;0;0;4286265;0;0;4104461;0;0;4550343;0;0;4296667;0;0;4380907;0;0;4106486;0;0;4244375;0;0;4567690;0;0;4373154;0;0;3980745;0;0;4250291;0;0;4012673;0;0;4382281;0;0;4063450;0;0;4327109;0;0;4348253;0;0;4552042;0;0;3869346;0;0;4146287;0;0;4569254;0;0;4476364;0;0;4472529;0;0;4062893;0;0;4358485;0;0;4329617;0;0;4293735;0;0;4491310;0;0;4587662;0;0;4363227;0;0;4421019;0
4551081;0;0;4667382;0;0;4356053;0;0;4915988;0;0;4553218;0;0;4795218;0;0;4606067;0;0;4777301;0;0;4501974;0;0;4691712;0;0;4667270;0;0;4265005;0;0;4342109;0;0;4969471;0;0;4821307;0;0;5060381;0;0;4683926;0;0;4975509;0;0;4505725;0;0;4339433;0;0;4976152;0;0;4714249;0;0;4266850;0;0;4662837;0;0;4608076;0;0;5016293;0;0;4691599;0;0;4331950;0;0;4376448;0;0;4887671;0;0;5034328;0;0;4624341;0;0;4450839;0;0;4481102;0;0;5191828;0;0;4435418;0;0;4564918;0;0;4658422;0;0;4302153;0;0;4721715;0;0;4782353;0;0;4465343;0;0;4802746;0;0;4568102;0;0;4798507;0;0;4658321;0;0;4571873;0;0;4568090;0;0;4486941;0;0;4813035;0;0;4423766;0;0;4684824;0;0;4873931;0;0;4813885;0;0;4383394;0;0;4294423;0;0;4917892;0;0;4915311;0;0;4964946;0;0;4579358;0;0;4629839;0;0;4749638;0;0;4617358;0;0;4829877;0;0;4836639;0;0;4976032;0;0;4479247;0
4188673;0;0;4374690;0;0;4256757;0;0;4352678;0;0;4438657;0;0;4608776;0;0;4217624;0;0;4386485;0;0;4181652;0;0;4119635;0;0;4136993;0;0;4017837;0;0;3905116;0;0;4602159;0;0;4252368;0;0;4652006;0;0;4320809;0;0;4477272;0;0;4235673;0;0;3905090;0;0;4640794;0;0;4392258;0;0;4038522;0;0;4465917;0;0;4198244;0;0;4518680;0;0;4398025;0;0;3916516;0;0;4115225;0;0;4376002;0;0;4570252;0;0;4312564;0;0;4104492;0;0;4156059;0;0;4491515;0;0;4127775;0;0;4087211;0;0;4397074;0;0;3996394;0;0;4552338;0;0;4333232;0;0;4380701;0;0;4437119;0;0;4260897;0;0;4453220;0;0;4203265;0;0;4069586;0;0;4379884;0;0;4133691;0;0;4394794;0;0;4162314;0;0;4218001;0;0;4379848;0;0;4327299;0;0;3934044;0;0;4006570;0;0;4580201;0;0;4522647;0;0;4451298;0;0;4121796;0;0;4254190;0;0;4252168;0;0;4329028;0;0;4528395;0;0;4331016;0;0;4461518;0;0;4212499;0
4237317;0;0;4366607;0;0;4105029;0;0;4464307;0;0;4273459;0;0;4570054;0;0;4000906;0;0;4463334;0;0;4433587;0;0;4335913;0;0;4269489;0;0;4214431;0;0;4080623;0;0;4697471;0;0;4648484;0;0;4730396;0;0;4379293;0;0;4519686;0;0;4316815;0;0;4321962;0;0;4743726;0;0;4373811;0;0;4066156;0;0;4594761;0;0;4320727;0;0;4637422;0;0;4422978;0;0;4488216;0;0;4078948;0;0;4247957;0;0;4626340;0;0;4387143;0;0;4203312;0;0;4383131;0;0;4613687;0;0;4268903;0;0;4506021;0;0;4427292;0;0;4096491;0;0;4677867;0;0;4488331;0;0;4246490;0;0;4551531;0;0;4282634;0;0;4725177;0;0;4271383;0;0;4105555;0;0;4530433;0;0;4217004;0;0;4451325;0;0;4305344;0;0;4363796;0;0;4601030;0;0;4460447;0;0;4201203;0;0;3976836;0;0;4584061;0;0;4814053;0;0;4543385;0;0;4385660;0;0;4399683;0;0;4465257;0;0;4237598;0;0;4552806;0;0;4613101;0;0;4519055;0;0;4426277;0
4346824;0;0;4444272;0;0;4226179;0;0;4374500;0;0;4371670;0;0;4714452;0;0;4186989;0;0;4773928;0;0;4233508;0;0;4372222;0;0;4528230;0;0;4494859;0;0;4058707;0;0;4728501;0;0;4596152;0;0;4690066;0;0;4511126;0;0;4654643;0;0;4367891;0;0;4298449;0;0;4628189;0;0;4706079;0;0;4248267;0;0;4539952;0;0;4235271;0;0;4726383;0;0;4433355;0;0;4360559;0;0;4137532;0;0;4535197;0;0;4673783;0;0;4298768;0;0;4362379;0;0;4555521;0;0;4798099;0;0;4275139;0;0;4398468;0;0;4498005;0;0;4303026;0;0;4707419;0;0;4454780;0;0;4286666;0;0;4591591;0;0;4450958;0;0;4800595;0;0;4439004;0;0;4257917;0;0;4237334;0;0;4309478;0;0;4587205;0;0;4387253;0;0;4506832;0;0;4649760;0;0;4596123;0;0;4189317;0;0;4105481;0;0;4640287;0;0;4614551;0;0;4734882;0;0;4403460;0;0;4423589;0;0;4409460;0;0;4543446;0;0;4507216;0;0;4913603;0;0;4687696;0;0;4305857;0
4819641;0;0;4752837;0;0;4362457;0;0;4665129;0;0;4733867;0;0;4917546;0;0;4421055;0;0;4735071;0;0;4794887;0;0;4607683;0;0;4674831;0;0;4744788;0;0;4342538;0;0;4907304;0;0;4750983;0;0;5182416;0;0;4941516;0;0;4988383;0;0;4359779;0;0;4425198;0;0;4960158;0;0;4759307;0;0;4519483;0;0;4900677;0;0;4855145;0;0;4974303;0;0;4718753;0;0;4688803;0;0;4579126;0;0;4812422;0;0;5136322;0;0;4704620;0;0;4574026;0;0;4536082;0;0;5088408;0;0;4683811;0;0;4496900;0;0;4922010;0;0;4391875;0;0;5106212;0;0;4685340;0;0;4577569;0;0;4826189;0;0;4755891;0;0;4835860;0;0;4611228;0;0;4513953;0;0;4561335;0;0;4548111;0;0;4951212;0;0;4458243;0;0;4690651;0;0;5017498;0;0;4834481;0;0;4287436;0;0;4740899;0;0;5005853;0;0;4846466;0;0;4759941;0;0;4592109;0;0;4670692;0;0;4902050;0;0;4814281;0;0;4894765;0;0;5024790;0;0;4988142;0;0;4689183;0
4439501;0;0;4334071;0;0;4165645;0;0;4486927;0;0;4572783;0;0;4653942;0;0;4265277;0;0;4652066;0;0;4480325;0;0;4401856;0;0;4261035;0;0;4037772;0;0;4047973;0;0;4718432;0;0;4754201;0;0;4713834;0;0;4500019;0;0;4477429;0;0;4517310;0;0;4278626;0;0;4247169;0;0;4370005;0;0;4136911;0;0;4581376;0;0;4449646;0;0;4598290;0;0;4550003;0;0;4098085;0;0;4123752;0;0;4750832;0;0;4622086;0;0;4391351;0;0;4449068;0;0;4343333;0;0;4849707;0;0;4171961;0;0;4254001;0;0;4498748;0;0;4216640;0;0;4884977;0;0;4456697;0;0;4283075;0;0;4472490;0;0;4466561;0;0;4555825;0;0;4301521;0;0;4190271;0;0;4388881;0;0;4150703;0;0;4562407;0;0;4331795;0;0;4407157;0;0;4766347;0;0;4408178;0;0;4171175;0;0;4221080;0;0;4699397;0;0;4641137;0;0;4627576;0;0;4097448;0;0;4121204;0;0;4370040;0;0;4498574;0;0;4608359;0;0;4632327;0;0;4614809;0;0;4396385;0
4237173;0;0;4533282;0;0;4129908;0;0;4494697;0;0;4292003;0;0;4484340;0;0;4170025;0;0;4577642;0;0;4422427;0;0;4391076;0;0;4439515;0;0;4131658;0;0;4150521;0;0;4526301;0;0;4686866;0;0;4571756;0;0;4397668;0;0;4636984;0;0;4367173;0;0;4281730;0;0;4361979;0;0;4618767;0;0;4174143;0;0;4553356;0;0;4437309;0;0;4706512;0;0;4190477;0;0;4348032;0;0;3976188;0;0;4534659;0;0;4652985;0;0;4429019;0;0;4269834;0;0;4316344;0;0;4931070;0;0;4247602;0;0;4391114;0;0;4484153;0;0;4126917;0;0;4669569;0;0;4379397;0;0;4175135;0;0;4480927;0;0;4286345;0;0;4663829;0;0;4395054;0;0;4264392;0;0;4441757;0;0;4373991;0;0;4517513;0;0;4382984;0;0;4409584;0;0;4641703;0;0;4634997;0;0;4225018;0;0;4237198;0;0;4464429;0;0;4751924;0;0;4619962;0;0;4181597;0;0;4199865;0;0;4304114;0;0;4490452;0;0;4648414;0;0;4918674;0;0;4567177;0;0;4480110;0
4524103;0;0;4443701;0;0;4152058;0;0;4508251;0;0;4325113;0;0;4608723;0;0;4377276;0;0;4341257;0;0;4544711;0;0;4454010;0;0;4362791;0;0;4220443;0;0;4312726;0;0;4646370;0;0;4753461;0;0;4559928;0;0;4432754;0;0;4500204;0;0;4214679;0;0;4325857;0;0;4505296;0;0;4642237;0;0;4111868;0;0;4659213;0;0;4403520;0;0;4612026;0;0;4533384;0;0;4294621;0;0;4200090;0;0;4383024;0;0;4658202;0;0;4253754;0;0;4548894;0;0;4479788;0;0;4791911;0;0;4483581;0;0;4248606;0;0;4682068;0;0;4064423;0;0;4452174;0;0;4606629;0;0;4557121;0;0;4504702;0;0;4471915;0;0;4530778;0;0;4522570;0;0;4312447;0;0;4429543;0;0;4116821;0;0;4349483;0;0;4331210;0;0;4565474;0;0;4645438;0;0;4540410;0;0;4258864;0;0;4177808;0;0;4749782;0;0;4689873;0;0;4732956;0;0;4368763;0;0;4180008;0;0;4333686;0;0;4498435;0;0;4635551;0;0;4717233;0;0;4674206;0;0;4398094;0
4417769;0;0;4505649;0;0;4045839;0;0;4461057;0;0;4417434;0;0;4610099;0;0;4300051;0;0;4557909;0;0;4355805;0;0;4396458;0;0;4289465;0;0;4052492;0;0;4057774;0;0;4563001;0;0;4584433;0;0;4820699;0;0;4352129;0;0;4787964;0;0;4299542;0;0;4093605;0;0;4575492;0;0;4422069;0;0;4213204;0;0;4678045;0;0;4292383;0;0;4831223;0;0;4419944;0;0;4364511;0;0;4259771;0;0;4435405;0;0;4689035;0;0;4340833;0;0;4395391;0;0;4110357;0;0;4668639;0;0;4264191;0;0;4225298;0;0;4643514;0;0;4072011;0;0;4477571;0;0;4537775;0;0;4241707;0;0;4279172;0;0;4328111;0;0;4600432;0;0;4319362;0;0;4328782;0;0;4389842;0;0;4150286;0;0;4507491;0;0;4047275;0;0;4410147;0;0;4660306;0;0;4515027;0;0;3877749;0;0;4188596;0;0;4647100;0;0;4850027;0;0;4683078;0;0;4347280;0;0;4393751;0;0;4667351;0;0;4296868;0;0;4596157;0;0;4618340;0;0;4661287;0;0;4217539;0
4066548;0;0;4102075;0;0;3976920;0;0;4073357;0;0;4117630;0;0;4354680;0;0;4256110;0;0;4238410;0;0;4166780;0;0;4171745;0;0;4028088;0;0;4077530;0;0;3923260;0;0;4364025;0;0;4269404;0;0;4298979;0;0;4326515;0;0;4116550;0;0;4142020;0;0;3767022;0;0;4372891;0;0;4317716;0;0;3897454;0;0;4026155;0;0;4088061;0;0;4382783;0;0;4073945;0;0;4057937;0;0;3704000;0;0;3983816;0;0;4341173;0;0;3938851;0;0;4127950;0;0;3981388;0;0;4428915;0;0;4051183;0;0;3990622;0;0;4285519;0;0;3776718;0;0;4484584;0;0;4089799;0;0;4047869;0;0;4077059;0;0;4002414;0;0;4356369;0;0;4027613;0;0;3974904;0;0;4181812;0;0;3814042;0;0;4327229;0;0;4051237;0;0;4069696;0;0;4313353;0;0;4285266;0;0;3774875;0;0;3955756;0;0;4237959;0;0;4278521;0;0;4233587;0;0;3918412;0;0;3965644;0;0;4217261;0;0;4294442;0;0;4263998;0;0;4467082;0;0;4164655;0;0;3873824;0
4647705;0;0;5164566;0;0;4597210;0;0;4858596;0;0;4857968;0;0;5091059;0;0;4838854;0;0;4844266;0;0;4979097;0;0;4817582;0;0;4699981;0;0;4529426;0;0;4684113;0;0;5139744;0;0;5079954;0;0;5139560;0;0;4819208;0;0;5017580;0;0;4705512;0;0;4620657;0;0;5121759;0;0;5057581;0;0;4519384;0;0;5132933;0;0;4746143;0;0;5233909;0;0;4942075;0;0;4697368;0;0;4605719;0;0;4995566;0;0;5274707;0;0;4751632;0;0;4650364;0;0;4869364;0;0;5167122;0;0;4707761;0;0;4912384;0;0;4852180;0;0;4492394;0;0;5089663;0;0;4708066;0;0;4554512;0;0;4812790;0;0;4885359;0;0;5034681;0;0;4859146;0;0;4554530;0;0;4801573;0;0;4409119;0;0;4845691;0;0;4796107;0;0;4964349;0;0;4940156;0;0;4828132;0;0;4600386;0;0;4559717;0;0;5282640;0;0;5161180;0;0;4883556;0;0;4802555;0;0;4806726;0;0;5004309;0;0;4839073;0;0;5080471;0;0;5279001;0;0;5089290;0;0;4676330;0
4164133;0;0;4412100;0;0;4332365;0;0;4477284;0;0;4233638;0;0;4641838;0;0;4284519;0;0;4425875;0;0;4278528;0;0;4334506;0;0;4019499;0;0;4028757;0;0;4300038;0;0;4485436;0;0;4444185;0;0;4662498;0;0;4417826;0;0;4382322;0;0;4214592;0;0;3985631;0;0;4406083;0;0;4465334;0;0;3978257;0;0;4249924;0;0;4311724;0;0;4667469;0;0;4372283;0;0;4115119;0;0;4321745;0;0;4423271;0;0;4526585;0;0;4407204;0;0;4225972;0;0;4221867;0;0;4729262;0;0;4199424;0;0;4167893;0;0;4499072;0;0;4078084;0;0;4811038;0;0;4495740;0;0;4134179;0;0;4507407;0;0;4347322;0;0;4474807;0;0;4333097;0;0;4297301;0;0;4347371;0;0;4343060;0;0;4565296;0;0;4125356;0;0;4371720;0;0;4580362;0;0;4299383;0;0;4084116;0;0;4123917;0;0;4378314;0;0;4411522;0;0;4569784;0;0;4275413;0;0;4064844;0;0;4360567;0;0;4383138;0;0;4505702;0;0;4702499;0;0;4794954;0;0;4213271;0
4568352;0;0;4787561;0;0;4141031;0;0;4760772;0;0;4656805;0;0;4925985;0;0;4461144;0;0;5003584;0;0;4483727;0;0;4533643;0;0;4713979;0;0;4363502;0;0;4374001;0;0;4857642;0;0;4967997;0;0;4764285;0;0;4794775;0;0;4769322;0;0;4598186;0;0;4295543;0;0;4602008;0;0;4749171;0;0;4371155;0;0;4845032;0;0;4643838;0;0;4957510;0;0;4663000;0;0;4484082;0;0;4479376;0;0;4498509;0;0;4881439;0;0;4496535;0;0;4619596;0;0;4570159;0;0;4964823;0;0;4419566;0;0;4571216;0;0;4843858;0;0;4294665;0;0;4922887;0;0;4487249;0;0;4387238;0;0;4612342;0;0;4577387;0;0;4974054;0;0;4558892;0;0;4535649;0;0;4591235;0;0;4317692;0;0;4766600;0;0;4459574;0;0;4602257;0;0;4831755;0;0;4645842;0;0;4324902;0;0;4435861;0;0;4657944;0;0;4777112;0;0;4990394;0;0;4540003;0;0;4628442;0;0;4481435;0;0;4503412;0;0;4788553;0;0;5073144;0;0;4936105;0;0;4425569;0
