timestamp_ms,exec,tamanho,tecnica,corrente_mA,tensao_V,potencia_mW,tempo_ms
2582,1,200,TRUNCATION,16.43,4.236,68.75,
2685,1,200,TRUNCATION,16.78,4.241,73.75,
2787,1,200,TRUNCATION,17.25,4.247,73.25,
2933,2,200,TRUNCATION,21.58,4.117,89.00,
3035,2,200,TRUNCATION,21.93,4.137,90.50,
3137,2,200,TRUNCATION,22.48,4.153,93.50,
3240,2,200,TRUNCATION,22.43,4.150,89.25,
3343,2,200,TRUNCATION,17.28,4.216,73.00,364
3345,2,200,TRUNCATION,16.60,4.176,74.25,
3447,2,200,TRUNCATION,16.50,4.216,74.25,
3550,2,200,TRUNCATION,16.53,4.213,69.75,
3652,2,200,TRUNCATION,16.68,4.173,68.00,
3798,3,200,TRUNCATION,22.10,4.115,90.00,
3900,3,200,TRUNCATION,22.48,4.157,93.50,
4003,3,200,TRUNCATION,21.65,4.162,88.50,
4105,3,200,TRUNCATION,21.90,4.184,91.75,
4208,3,200,TRUNCATION,16.73,4.198,72.00,365
4210,3,200,TRUNCATION,17.13,4.198,71.75,
4313,3,200,TRUNCATION,16.68,4.239,70.75,
4415,3,200,TRUNCATION,17.80,4.242,70.75,
4517,3,200,TRUNCATION,17.70,4.238,75.00,
4663,4,200,TRUNCATION,22.15,4.131,91.25,
4765,4,200,TRUNCATION,21.23,4.181,86.75,
4868,4,200,TRUNCATION,21.93,4.171,92.25,
4970,4,200,TRUNCATION,21.28,4.181,89.00,
5073,4,200,TRUNCATION,17.88,4.220,75.25,365
5075,4,200,TRUNCATION,16.50,4.190,69.25,
5178,4,200,TRUNCATION,16.80,4.233,74.25,
5280,4,200,TRUNCATION,17.33,4.234,73.25,
5383,4,200,TRUNCATION,17.18,4.224,73.00,
5528,5,200,TRUNCATION,21.65,4.075,91.25,
5631,5,200,TRUNCATION,22.43,4.137,91.00,
5733,5,200,TRUNCATION,22.35,4.156,93.00,
5835,5,200,TRUNCATION,21.88,4.130,91.75,
5938,5,200,TRUNCATION,16.75,4.219,70.75,365
5941,5,200,TRUNCATION,16.93,4.175,74.25,
6043,5,200,TRUNCATION,17.90,4.215,71.25,
6145,5,200,TRUNCATION,17.78,4.214,68.50,
6248,5,200,TRUNCATION,17.45,4.200,72.50,
6393,6,200,TRUNCATION,22.65,4.048,89.00,
6496,6,200,TRUNCATION,22.55,4.125,93.00,
6598,6,200,TRUNCATION,22.25,4.119,93.00,
6700,6,200,TRUNCATION,22.05,4.153,91.75,
6804,6,200,TRUNCATION,17.18,4.189,68.00,364
6806,6,200,TRUNCATION,16.25,4.184,74.25,
6908,6,200,TRUNCATION,16.75,4.225,70.00,
7011,6,200,TRUNCATION,16.65,4.215,73.00,
7113,6,200,TRUNCATION,16.63,4.231,70.50,
7259,7,200,TRUNCATION,22.10,4.100,90.50,
7361,7,200,TRUNCATION,22.35,4.140,92.50,
7463,7,200,TRUNCATION,21.70,4.164,90.50,
7566,7,200,TRUNCATION,22.13,4.160,88.50,
7669,7,200,TRUNCATION,16.53,4.233,70.00,364
7671,7,200,TRUNCATION,16.98,4.200,71.25,
7773,7,200,TRUNCATION,16.80,4.226,71.25,
7876,7,200,TRUNCATION,17.58,4.251,74.50,
7978,7,200,TRUNCATION,16.55,4.247,72.00,
8124,8,200,TRUNCATION,21.88,4.119,89.75,
8226,8,200,TRUNCATION,21.30,4.188,89.25,
8328,8,200,TRUNCATION,21.33,4.190,89.25,
8431,8,200,TRUNCATION,21.65,4.180,89.25,
8534,8,200,TRUNCATION,16.73,4.200,70.50,365
8536,8,200,TRUNCATION,16.73,4.193,70.00,
8639,8,200,TRUNCATION,16.98,4.234,72.00,
8741,8,200,TRUNCATION,17.85,4.230,68.75,
8843,8,200,TRUNCATION,17.48,4.227,73.75,
8989,9,200,TRUNCATION,22.13,4.088,90.50,
9091,9,200,TRUNCATION,22.48,4.144,91.00,
9194,9,200,TRUNCATION,22.15,4.136,90.50,
9296,9,200,TRUNCATION,22.08,4.149,91.75,
9399,9,200,TRUNCATION,17.70,4.199,74.25,365
9401,9,200,TRUNCATION,16.50,4.180,68.75,
9504,9,200,TRUNCATION,16.93,4.222,69.25,
9606,9,200,TRUNCATION,17.85,4.215,70.75,
9708,9,200,TRUNCATION,17.23,4.227,73.00,
9856,10,200,TRUNCATION,21.68,4.086,93.75,
9959,10,200,TRUNCATION,22.25,4.129,93.00,
10061,10,200,TRUNCATION,22.38,4.142,92.50,
10163,10,200,TRUNCATION,22.28,4.124,89.75,
10266,10,200,TRUNCATION,17.25,4.230,72.00,365
10269,10,200,TRUNCATION,17.20,4.181,73.25,
10371,10,200,TRUNCATION,16.85,4.218,71.75,
10473,10,200,TRUNCATION,16.78,4.227,70.75,
10576,10,200,TRUNCATION,16.65,4.204,71.25,
